"","code","name","stock"
"57930","00107224","남선알미늄","008350"
"57932","00139454","애경산업","018250"
"57969","00362201","세운메디칼","100700"
"57971","00129350","삼화콘덴서공업","001820"
"57972","00112819","데코앤이","017680"
"57973","00355089","토탈소프트","045340"
"57974","00104786","미래아이앤지","007120"
"57975","00157681","롯데정밀화학","004000"
"57976","00572905","ISC","095340"
"57977","00103635","광림","014200"
"57978","00172185","남성","004270"
"57979","00353610","이니텍","053350"
"57987","00185046","SM C&C","048550"
"57991","01505450","DB금융스팩8호","367340"
"58011","01189438","노터스","278650"
"58027","01442115","소마젠","950200"
"58036","00599957","슈프리마에이치큐","094840"
"58042","01508855","대신밸런스제9호스팩","369370"
"58048","00523936","엘이티","297890"
"58056","00357935","HDC현대EP","089470"
"58083","00807379","신흥에스이씨","243840"
"58092","01251577","휴네시온","290270"
"58094","00126186","삼성에스디에스","018260"
"58100","00164742","현대자동차","005380"
"58102","00115694","DB금융투자","016610"
"58103","00131780","SK네트웍스","001740"
"58116","00832700","에이펙스인텍","207490"
"58121","00165343","혜인","003010"
"58225","00173591","세원물산","024830"
"58226","00983040","한진칼","180640"
"58228","00161860","한성기업","003680"
"58229","00356802","큐렉소","060280"
"58230","00159342","한국정보통신","025770"
"58231","00423690","삼성출판사","068290"
"58232","00608699","디엠티","134580"
"58233","00114154","덕양산업","024900"
"58234","00273615","비케이탑스","030790"
"58241","00173069","아진카인텍","011400"
"58243","01063237","플럼라인생명과학","222670"
"58253","00393618","제노텍","066830"
"58275","00140779","영보화학","014440"
"58280","01419384","하나금융16호스팩","343510"
"58281","00231354","파워넷","037030"
"58292","01318933","지니틱스","303030"
"58296","00106368","금호석유화학","011780"
"58310","00188089","한섬","020000"
"58316","00123523","창해에탄올","004650"
"58353","00937324","한국타이어앤테크놀로지","161390"
"58360","00149026","CS홀딩스","000590"
"58362","00796994","조선선재","120030"
"58377","00129387","삼화페인트공업","000390"
"58390","00361266","COWON","056000"
"58391","00360595","현대글로비스","086280"
"58399","00439965","나노신소재","121600"
"58409","00398792","S&T모티브","064960"
"58413","00128315","삼지전자","037460"
"58414","00172945","동일철강","023790"
"58416","00131018","서울제약","018680"
"58472","00148939","조광피혁","004700"
"58482","01243772","신한제4호기업인수목적","277480"
"58487","00351092","삼보모터스","053700"
"58488","00140964","영원무역홀딩스","009970"
"58489","00148948","조비","001550"
"58490","00169048","넥스트사이언스","003580"
"58491","00126089","대유플러스","000300"
"58492","00172079","파나진","046210"
"58493","00171867","에스씨디","042110"
"58495","00301422","우수AMS","066590"
"58496","00133876","세보엠이씨","011560"
"58497","00174527","화성산업","002460"
"58514","00587466","KPX홀딩스","092230"
"58539","00191472","KPX케미칼","025000"
"58549","00793155","핸디소프트","220180"
"58565","01137903","디케이티","290550"
"58577","01187175","라이프사이언스테크놀로지","285770"
"58583","00134510","세종공업","033530"
"58590","00490151","파트론","091700"
"58614","01335851","박셀바이오","323990"
"58615","00159971","KC그린홀딩스","009440"
"58627","00556615","모바일어플라이언스","087260"
"58632","01336735","펨토바이오메드","327610"
"58654","01364297","코퍼스코리아","322780"
"58661","01066058","파마리서치바이오","217950"
"58668","00158015","한국선재","025550"
"58669","00660121","디에이테크놀로지","196490"
"58670","00480367","삼강엠앤티","100090"
"58671","00105299","금강공업","014280"
"58672","00533508","제이엠티","094970"
"58673","00529815","오디텍","080520"
"58674","00347734","진양화학","051630"
"58675","00350482","성우테크론","045300"
"58677","00878696","에스케이바이오팜","326030"
"58735","00263654","오스코텍","039200"
"58736","00542074","나노캠텍","091970"
"58737","00103510","인지컨트롤스","023800"
"58738","00620558","에이비프로바이오","195990"
"58739","00295547","디지아이","043360"
"58740","00111421","휴니드테크놀러지스","005870"
"58741","00204262","한글과컴퓨터","030520"
"58742","00121543","무학","033920"
"58746","00155319","포스코","005490"
"58755","01325979","세아제강","306200"
"58756","00990563","피엔아이컴퍼니","242350"
"58789","00629212","딜리","131180"
"58791","00444329","위메이드","112040"
"58794","00866062","엘티씨","170920"
"58795","00138367","플레이위드","023770"
"58796","00170026","시공테크","020710"
"58803","00136864","신원","009270"
"58842","00454937","덕신하우징","090410"
"58854","00145862","인천도시가스","034590"
"58859","01353024","TS트릴리온","317240"
"58882","01141942","액트로","290740"
"58946","00137359","신풍제약","019170"
"58958","01326260","하나머스트제6호스팩","307160"
"58983","00103626","한솔피엔에스","010420"
"58984","00397243","티에스엠텍","066350"
"59003","00317210","성호전자","043260"
"59004","00102858","고려아연","010130"
"59007","00139889","SKC","011790"
"59010","00164609","현대미포조선","010620"
"59017","00112721","대창스틸","140520"
"59030","00298340","에스티아이","039440"
"59034","00115931","디오","039840"
"59052","01069736","한독크린텍","256150"
"59110","00657987","KMH","122450"
"59124","00671978","그리티","204020"
"59129","00351995","지에스이","053050"
"59139","01165739","잉글우드랩","950140"
"59148","00456218","모두투어","080160"
"59168","01109539","와이아이케이","232140"
"59206","01174038","자비스","254120"
"59217","00161976","한세예스24홀딩스","016450"
"59227","00147152","유니크","011320"
"59238","00554352","아이큐어","175250"
"59241","00162586","한올바이오파마","009420"
"59247","00158325","NICE평가정보","030190"
"59266","01419135","이노진","344860"
"59274","00799539","제노레이","122310"
"59278","00442826","대봉엘에스","078140"
"59300","00123967","부산도시가스","015350"
"59301","00116356","동성화학","005190"
"59318","00874195","코썬바이오","204990"
"59345","00159175","한국전기초자","009720"
"59347","00684732","풀무원식품","103160"
"59358","00357360","한세엠케이","069640"
"59364","00249982","솔본","035610"
"59365","00152729","광전자","017900"
"59371","00469799","이엔플러스","074610"
"59377","00120924","매일홀딩스","005990"
"59380","00111689","대우부품","009320"
"59381","00175623","라이브플렉스","050120"
"59384","00106669","세아베스틸","001430"
"59386","00161125","한온시스템","018880"
"59387","00260611","크로바하이텍","043590"
"59399","00164812","현대종합상사","011760"
"59410","00273110","에스티큐브","052020"
"59411","00157991","한국석유공업","004090"
"59415","00106456","지앤엘","014590"
"59423","00585219","세원셀론텍","091090"
"59424","01138993","원바이오젠","278380"
"59437","00159786","유니드","014830"
"59446","00108940","대성홀딩스","016710"
"59460","01119387","이에스산업","241510"
"59461","00656951","이지웰","090850"
"59467","00148540","CJ","001040"
"59479","00491415","인포바인","115310"
"59485","00760999","상신전자","263810"
"59500","00146560","일지테크","019540"
"59507","00146436","엔브이에이치코리아","067570"
"59508","00393469","녹원씨엔아이","065560"
"59509","00611912","아모그린텍","125210"
"59510","00346407","큐로컴","040350"
"59511","00297095","나라엠앤디","051490"
"59512","00122579","BYC","001460"
"59513","00407285","아이컴포넌트","059100"
"59514","00825223","화신정공","126640"
"59515","00206039","경남스틸","039240"
"59516","00475985","시너지이노베이션","048870"
"59517","00599595","코프라","126600"
"59519","00110608","DSR","155660"
"59520","01234507","매일유업","267980"
"59521","00173999","유성티엔에스","024800"
"59527","00971090","샘코","263540"
"59531","00453488","세화아이엠씨","145210"
"59532","00114808","동국제약","086450"
"59534","00210980","원익","032940"
"59610","01107665","크리스탈신소재","900250"
"59611","00104120","광진실업","026910"
"59615","00158024","KBI메탈","024840"
"59617","00133335","성창기업지주","000180"
"59619","00761952","아나패스","123860"
"59620","00131832","SK디스커버리","006120"
"59621","00254045","우리은행","000030"
"59629","00249034","드림라인","035430"
"59636","00153339","태경산업","015890"
"59644","00239596","쎄니트","037760"
"59669","01351822","한화에스비아이스팩","317320"
"59679","00231831","조아제약","034940"
"59680","00468374","원익QnC","074600"
"59681","00361008","HSD엔진","082740"
"59682","01097906","이엑스티","226360"
"59683","00231707","비트컴퓨터","032850"
"59685","00363592","한컴위드","054920"
"59686","00480048","모다이노칩","080420"
"59693","00111722","미래에셋대우","006800"
"59697","00351418","코리아오토글라스","152330"
"59698","00253985","국보디자인","066620"
"59702","00347716","센트럴바이오","051980"
"59703","01412822","솔루스첨단소재","336370"
"59704","01524093","DL이앤씨","375500"
"59730","00571483","오이솔루션","138080"
"59734","00149770","중앙에너비스","000440"
"59752","00549925","루트로닉","085370"
"59763","01065785","노브메타파마","229500"
"59782","00445799","서원인텍","093920"
"59783","00176835","농우바이오","054050"
"59784","00641171","모바일리더","100030"
"59786","00109587","대륙제관","004780"
"59787","00494476","이녹스","088390"
"59789","00173740","신한","005450"
"59790","01112700","에스엘에스바이오","246250"
"59797","00105466","KCC건설","021320"
"59798","00688358","하이즈항공","221840"
"59813","00939942","포시에스","189690"
"59831","00215976","UCI","038340"
"59833","01396931","유엑스엔","337840"
"59843","01080687","아우딘퓨쳐스","227610"
"59845","00131054","유진증권","001200"
"59846","00620868","아이티센","124500"
"59847","00555874","제주항공","089590"
"59851","00115676","KG동부제철","016380"
"59858","00147860","지코","010580"
"59871","00113535","대한해운","005880"
"59882","00331016","에프앤가이드","064850"
"59891","00869272","서전기전","189860"
"59933","00310156","셀루메드","049180"
"59934","00243979","수성","084180"
"59935","01353848","이노벡스","279060"
"59936","00102760","두산건설","011160"
"59937","01338724","SNK","950180"
"59955","00447609","비에이치","090460"
"59981","00360036","백금T&A","046310"
"59988","01036367","프로스테믹스","203690"
"60008","00462121","이노와이어리스","073490"
"60011","00264787","럭슬","033600"
"60015","00615723","아이에이네트웍스","123010"
"60016","00164973","현대해상","001450"
"60017","01136001","나노브릭","286750"
"60018","00267854","메디앙스","014100"
"60020","00442561","에프알텍","073540"
"60022","00357740","NHN한국사이버결제","060250"
"60027","00141556","오로라","039830"
"60028","00136341","신성통상","005390"
"60044","01276594","신한알파리츠","293940"
"60046","00867478","농업회사법인아시아종묘","154030"
"60048","00200910","아이즈비전","031310"
"60049","00806972","매직마이크로","127160"
"60050","00492894","젬백스","082270"
"60053","00255275","HB테크놀러지","078150"
"60097","00843830","카이노스메드","220250"
"60108","00482426","인화정공","101930"
"60111","00673976","지스마트글로벌","114570"
"60114","00210856","코아스","071950"
"60115","00261656","잉크테크","049550"
"60116","00107613","이수페타시스","007660"
"60117","00578538","티피씨글로벌","130740"
"60118","01190513","명진홀딩스","267060"
"60119","00128926","삼현철강","017480"
"60121","00261355","레드캡투어","038390"
"60122","00516246","알에프세미","096610"
"60172","00390408","에프앤리퍼블릭","064090"
"60173","00108977","대구백화점","006370"
"60199","00346911","아이톡시","052770"
"60200","01091382","마이더스AI","222810"
"60201","00202060","구영테크","053270"
"60202","00216647","원익홀딩스","030530"
"60203","00238782","다우데이타","032190"
"60213","00351454","큐브앤컴퍼니","043090"
"60231","00475976","인콘","083640"
"60233","00118804","동진쎄미켐","005290"
"60237","00160621","한국화장품제조","003350"
"60238","00408956","제넨바이오","072520"
"60240","00372226","티에스이","131290"
"60247","00177320","대성미생물","036480"
"60251","01258507","롯데제과","280360"
"60303","00385336","홈캐스트","064240"
"60305","00409788","비에이치아이","083650"
"60306","00264732","파인디지털","038950"
"60307","00244783","한네트","052600"
"60308","00543204","아이오케이","078860"
"60309","00477257","코렌","078650"
"60310","00152260","카스","016920"
"60311","00328191","케이에스피","073010"
"60313","00379016","이엘케이","094190"
"60314","00246417","이오테크닉스","039030"
"60316","00116301","NI스틸","008260"
"60318","00230425","나노엔텍","039860"
"60319","00541437","코렌텍","104540"
"60325","00269940","하나투어","039130"
"60355","00141671","오리콤","010470"
"60357","00123781","부국철강","026940"
"60359","00220109","솔고바이오","043100"
"60360","00173032","동화기업","025900"
"60363","00107598","남양유업","003920"
"60364","00110051","SK머티리얼즈","036490"
"60387","00455981","에스엔유","080000"
"60388","00365590","에이치엘비생명과학","067630"
"60391","00209443","우리금융캐피탈","033660"
"60392","00656021","시티랩스","139050"
"60416","00132211","선창산업","002820"
"60417","00223513","제이씨현시스템","033320"
"60419","00146427","일야","058450"
"60420","00244561","인터파크","035080"
"60458","00114552","도화엔지니어링","002150"
"60480","00219574","코스맥스비티아이","044820"
"60481","00269922","인바디","041830"
"60482","00201742","유라테크","048430"
"60483","00110884","엠젠플러스","032790"
"60492","00535375","키네마스터","139670"
"60520","00161426","한미사이언스","008930"
"60521","00138747","아세아텍","050860"
"60522","00123107","보락","002760"
"60523","00142865","WISCOM","024070"
"60525","00526678","동방선기","099410"
"60528","00162993","한일홀딩스","003300"
"60530","00831428","디에이치피코리아","131030"
"60531","00122205","바른손","018700"
"60551","00156859","KTB투자증권","030210"
"60553","00257149","지더블유바이텍","036180"
"60554","01110076","에이트원","230980"
"60569","00256043","비씨월드제약","200780"
"60577","00159810","카프로","006380"
"60579","00160302","코스모화학","005420"
"60580","00638539","뉴로스","126870"
"60581","00360142","아이마켓코리아","122900"
"60582","00526836","미래나노텍","095500"
"60583","00126371","삼성전기","009150"
"60584","00525934","실리콘웍스","108320"
"60585","00300405","오리엔트정공","065500"
"60586","00198192","한국팩키지","037230"
"60587","00256502","에이텍","045660"
"60588","00351375","뉴보텍","060260"
"60589","00145473","이글벳","044960"
"60590","00618401","크루셜텍","114120"
"60591","00576789","디젠스","113810"
"60596","00491053","진바이오텍","086060"
"60643","00339072","팬스타엔터프라이즈","054300"
"60644","00106881","인디에프","014990"
"60645","01053540","퓨쳐켐","220100"
"60646","00536888","다믈멀티미디어","093640"
"60647","00159500","한국종합기술","023350"
"60648","00347062","현대바이오랜드","052260"
"60649","00366137","KG ETS","151860"
"60650","00267906","베뉴지","019010"
"60651","00633835","한진중공업","097230"
"60659","00164672","한일현대시멘트","006390"
"60660","00108490","엔피케이","048830"
"60661","00261887","티엘아이","062860"
"60662","00122339","이매진아시아","036260"
"60672","00647935","하나유비에스암바토비니켈해외자원개발2호","099350"
"60673","00647883","하나유비에스암바토비니켈해외자원개발1호","099340"
"60688","01395279","하나금융14호스팩","332710"
"60689","01034730","크로넥스","215570"
"60690","00292434","인트론바이오","048530"
"60691","00435969","인피니트헬스케어","071200"
"60692","00442905","대성파인텍","104040"
"60693","00130383","서부T&D","006730"
"60696","00402110","시큐브","131090"
"60697","00105271","케이씨씨","002380"
"60699","00428251","현대백화점","069960"
"60700","01064069","토박스코리아","215480"
"60711","00109037","대성창투","027830"
"60712","00141413","영화금속","012280"
"60713","00402989","코스온","069110"
"60714","00501970","코드네이처","078940"
"60715","01009789","코스맥스","192820"
"60719","00470829","한솔인티큐브","070590"
"60720","00923899","스타모빌리티","158310"
"60721","00352064","프리엠스","053160"
"60722","00128546","삼천당제약","000250"
"60723","00151395","천일고속","000650"
"60724","00104698","LS네트웍스","000680"
"60726","01428203","케이씨씨글라스","344820"
"60737","00260569","유니셈","036200"
"60738","00401731","LG전자","066570"
"60739","00113410","CJ대한통운","000120"
"60740","00135917","한화손해보험","000370"
"60741","00585538","에스에너지","095910"
"60742","00120216","KB손해보험","002550"
"60743","00120182","NH투자증권","005940"
"60749","00204226","소프트센","032680"
"60750","00138224","쌍용양회공업","003410"
"60751","01185566","블러썸엠앤씨","263920"
"60752","00124805","푸른저축은행","007330"
"60756","00159412","한국제지","002300"
"60759","00896753","스킨앤스킨","159910"
"60760","00161462","에이티넘인베스트","021080"
"60761","00414850","효성 ITX","094280"
"60762","00626011","아이텍","119830"
"60765","00134565","이스타코","015020"
"60766","00659684","장원테크","174880"
"60767","00549891","케어젠","214370"
"60770","00153375","태광","023160"
"60771","00260930","에스엠","041510"
"60772","00185222","크린앤사이언스","045520"
"60774","00125822","삼보산업","009620"
"60778","01047169","지란지교시큐리티","208350"
"60781","01437186","ESR켄달스퀘어리츠","365550"
"60784","00542898","하이소닉","106080"
"60787","00112378","KR모터스","000040"
"60816","00240857","바이오스마트","038460"
"60825","00929228","엔에스컴퍼니","224760"
"60848","00139685","양지사","030960"
"60860","00105606","금호에이치티","214330"
"60861","00220969","오공","045060"
"60862","00146861","자화전자","033240"
"60864","00225742","KT서브마린","060370"
"60867","00111865","미래SCI","028040"
"60869","01128613","화승엔터프라이즈","241590"
"60870","00166227","화승인더스트리","006060"
"60871","01068348","러셀","217500"
"60876","00377018","기가레인","049080"
"60877","01036446","서연이화","200880"
"60879","00608802","텔콘RF제약","200230"
"60880","00362292","씨티씨바이오","060590"
"60881","00406046","STX중공업","071970"
"60883","00222435","제이엠아이","033050"
"60885","00441650","케이씨에스","115500"
"60886","00271501","코아시아","045970"
"60888","00432102","한국금융지주","071050"
"60895","00635134","CJ제일제당","097950"
"60897","00759513","LG하우시스","108670"
"60898","00583424","아모레퍼시픽","090430"
"60899","00364467","드림어스컴퍼니","060570"
"60900","00596260","투비소프트","079970"
"60901","01277928","한국제7호기업인수목적","291210"
"60906","01447217","에이치엠씨제4호스팩","353070"
"60907","01447244","에이치엠씨제5호스팩","353060"
"60916","00100939","강남제비스코","000860"
"60919","00142713","형지I&C","011080"
"60922","01514528","신한제7호스팩","366330"
"60929","00863038","윌링스","313760"
"60946","00122728","범양사","002480"
"60969","00113997","일진머티리얼즈","020150"
"60971","00309503","한국항공우주","047810"
"60972","00413046","셀트리온","068270"
"60973","00150244","하이트진로","000080"
"60974","00148993","하이트진로홀딩스","000140"
"60975","00139214","삼성화재해상보험","000810"
"60976","00148595","제일테크노스","038010"
"60977","01205851","현대일렉트릭","267260"
"60978","00842619","레고켐바이오","141080"
"60993","01135057","녹십자웰빙","234690"
"61014","00155948","코웰패션","033290"
"61015","00325112","프로텍","053610"
"61016","00378220","버킷스튜디오","066410"
"61019","00143651","웅진","016880"
"61021","00406037","CSA 코스믹","083660"
"61022","00478900","빅솔론","093190"
"61024","00168331","국동","005320"
"61026","00150536","진양제약","007370"
"61027","00125521","에스엘","005850"
"61028","00146296","일신석재","007110"
"61033","01109715","DSC인베스트먼트","241520"
"61034","00661157","인트로메딕","150840"
"61036","01350869","우리금융지주","316140"
"61038","00228350","신화인터텍","056700"
"61039","00819073","인크로스","216050"
"61040","00563545","테스나","131970"
"61042","00140131","키다리스튜디오","020120"
"61043","00144252","유니온","000910"
"61044","00536541","에코프로","086520"
"61045","00148522","퍼스텍","010820"
"61046","00111704","대우조선해양","042660"
"61048","00164478","현대건설","000720"
"61050","00120076","LG상사","001120"
"61051","00683007","엑스큐어","070300"
"61053","00126566","한화에어로스페이스","012450"
"61057","00153861","태영건설","009410"
"61100","00164706","현대약품","004310"
"61111","01015160","와이팜","332570"
"61113","00303794","쇼박스","086980"
"61125","01091054","쎄노텍","222420"
"61132","00112022","대원화성","024890"
"61153","00145880","현대제철","004020"
"61156","00109019","대구은행","005270"
"61157","00115977","아이에스동서","010780"
"61158","00128555","삼천리","004690"
"61162","00124504","포스코인터내셔널","047050"
"61174","01035678","와이제이엠게임즈","193250"
"61197","00266943","넥슨지티","041140"
"61198","01130885","바이오인프라생명과학","266470"
"61199","00545734","아미코젠","092040"
"61201","00223434","에프에스티","036810"
"61202","00193009","필룩스","033180"
"61203","00305297","코텍","052330"
"61204","00336297","고려신용정보","049720"
"61206","01158553","켄코아에어로스페이스","274090"
"61207","00130408","서산","079650"
"61208","00127936","삼일기업공사","002290"
"61209","00340272","에스폴리텍","050760"
"61211","00563837","제로투세븐","159580"
"61212","00261054","EG","037370"
"61213","00409371","인베니아","079950"
"61228","00104519","국보","001140"
"61230","00126937","삼양홀딩스","000070"
"61231","00896285","삼양사","145990"
"61232","00688996","KB금융","105560"
"61233","01160363","에코프로비엠","247540"
"61234","00264547","KG이니시스","035600"
"61235","00405278","KG모빌리언스","046440"
"61236","00201131","아즈텍WB","032080"
"61237","00153393","태광산업","003240"
"61238","00104573","국일제지","078130"
"61240","00133618","세기상사","002420"
"61241","00298270","안랩","053800"
"61242","00121534","MH에탄올","023150"
"61243","00161781","아난티","025980"
"61245","00138297","STX","011810"
"61246","00220561","광주신세계","037710"
"61247","00524786","비엠티","086670"
"61248","00194275","코너스톤네트웍스","033110"
"61249","00219361","해성산업","034810"
"61250","00232821","클라우드에어","036170"
"61255","00980122","JB금융지주","175330"
"61265","01187148","케어랩스","263700"
"61272","01243161","인산가","277410"
"61273","00959229","세종메디칼","258830"
"61274","00369569","휘닉스소재","050090"
"61284","01109690","도부마스크","227420"
"61289","01199550","현대에너지솔루션","322000"
"61311","01262458","동아타이어","282690"
"61330","00858124","알에스오토메이션","140670"
"61333","00977377","에이비온","203400"
"61341","00596677","매커스","093520"
"61355","00500254","GS","078930"
"61360","00980043","비플라이소프트","148780"
"61379","01041828","JTC","950170"
"61380","00480455","STX엔진","077970"
"61382","01201590","에브리봇","270660"
"61394","00479705","EMW","079190"
"61396","00138446","아가방컴퍼니","013990"
"61398","00258360","위지트","036090"
"61399","00800145","서진오토모티브","122690"
"61400","00268118","코맥스","036690"
"61402","00130587","서울전자통신","027040"
"61407","00547510","툴젠","199800"
"61409","00957568","세미콘라이트","214310"
"61410","00404288","아진엑스텍","059120"
"61412","00348034","액토즈소프트","052790"
"61413","00648721","S&TC","100840"
"61415","00264635","에스넷","038680"
"61416","00243067","부방","014470"
"61419","00361169","한국전자인증","041460"
"61420","00126487","F&F","007700"
"61423","00287788","정상제이엘에스","040420"
"61427","00149646","기업은행","024110"
"61430","00356361","LG화학","051910"
"61432","00795135","코오롱인더","120110"
"61433","00114792","동국제강","001230"
"61434","00105952","LS","006260"
"61437","00160588","한화","000880"
"61440","00652423","인바이오젠","101140"
"61456","00164362","행남사","008800"
"61466","00429694","파버나인","177830"
"61471","00155276","포스코케미칼","003670"
"61480","00992543","삼양옵틱스","225190"
"61483","00141404","영풍제지","006740"
"61505","00990396","뿌리깊은나무들","266170"
"61515","00164645","HMM","011200"
"61517","00117179","디와이","013570"
"61519","00113544","대한화섬","003830"
"61521","00871833","에스티팜","237690"
"61526","01051065","엔비티","236810"
"61558","00681142","쌍방울","102280"
"61559","00267881","보성파워텍","006910"
"61560","00125938","삼보판지","023600"
"61561","00128412","삼진제약","005500"
"61563","00152589","코리아나","027050"
"61566","00308559","코디","080530"
"61572","00918222","엘앤케이바이오","156100"
"61574","00261009","버추얼텍","036620"
"61575","00109189","대덕","008060"
"61576","00113562","롯데손해보험","000400"
"61578","00143907","원일특강","012620"
"61579","00683469","일진전기","103590"
"61580","00344287","두산인프라코어","042670"
"61581","00120571","롯데칠성음료","005300"
"61582","00117601","유안타증권","003470"
"61584","00126308","삼성엔지니어링","028050"
"61585","00164636","HDC","012630"
"61586","00122737","팬오션","028670"
"61588","00152880","코오롱글로벌","003070"
"61589","00159193","한국전력공사","015760"
"61611","00153524","태림포장","011280"
"61613","00825959","하이비젼시스템","126700"
"61614","01023822","메디젠휴먼케어","236340"
"61615","00231363","LG유플러스","032640"
"61630","00415594","동국S&C","100130"
"61632","00410915","서울옥션","063170"
"61681","00190321","케이티","030200"
"61683","00330424","이베스트투자증권","078020"
"61684","00124106","부산은행","005280"
"61686","01205709","현대중공업지주","267250"
"61702","00583442","노루페인트","090350"
"61729","00189538","피델릭스","032580"
"61730","00151128","모토닉","009680"
"61731","00820352","파인텍","131760"
"61732","00118345","디아이동일","001530"
"61733","00227333","네패스","033640"
"61734","00392691","젬백스링크","064800"
"61735","00809429","한일진공","123840"
"61736","00177870","대창솔루션","096350"
"61737","00105040","뉴인텍","012340"
"61738","00225159","S&T홀딩스","036530"
"61739","00349060","한스바이오메드","042520"
"61740","01075126","경남제약헬스케어","223310"
"61741","00255105","골드퍼시픽","038530"
"61742","00550082","빅텐츠","210120"
"61743","00807397","코이즈","121850"
"61744","01186671","바이오시네틱스","281310"
"61749","00356839","메디콕스","054180"
"61750","00118521","진원생명과학","011000"
"61752","00302926","현대로템","064350"
"61753","00808022","메지온","140410"
"61754","00188797","포메탈","119500"
"61755","00147082","재영솔루텍","049630"
"61756","00977696","파티게임즈","194510"
"61761","00105873","LG디스플레이","034220"
"61763","00136378","신세계","004170"
"61764","00222213","포트로닉스천안","039870"
"61766","00117629","동양철관","008970"
"61769","01261644","레인보우로보틱스","277810"
"61772","01013311","민앤지","214180"
"61778","01113949","퓨전","195440"
"61798","00109693","DL","000210"
"61817","00404701","한국자산신탁","123890"
"61835","01418543","케이비제20호스팩","342550"
"61846","00136101","메이슨캐피탈","021880"
"61850","00307897","신한카드","032710"
"61854","00120021","LG","003550"
"61860","00156150","하이트론씨스템즈","019490"
"61907","00175173","오스템","031510"
"61908","00372688","티사이언티픽","057680"
"61909","00445160","디이엔티","079810"
"61910","00788737","이퓨쳐","134060"
"61911","00138057","써니전자","004770"
"61912","00173449","경남바이오파마","044480"
"61915","00256715","국순당","043650"
"61916","00136642","엠벤처투자","019590"
"61917","00139205","안국약품","001540"
"61918","00660033","씨엔플러스","115530"
"61919","00287812","에코바이오","038870"
"61920","00114765","케이비아이동국실업","001620"
"61921","00180795","인팩","023810"
"61933","00160375","진양폴리우레탄","010640"
"61934","00145738","이화전기","024810"
"61935","00910840","윈하이텍","192390"
"61936","00163682","메리츠증권","008560"
"61937","00860332","메리츠금융지주","138040"
"61938","00359580","아이디스홀딩스","054800"
"61939","00159209","한전기술","052690"
"61942","00126256","삼성생명","032830"
"61951","00144720","유양디앤유","011690"
"61952","00220057","유비케어","032620"
"61953","00496225","이엠네트웍스","087730"
"61954","00160047","한국앤컴퍼니","000240"
"61955","00985686","큐브엔터","182360"
"61967","00299358","에이치디","102210"
"61994","00370006","iMBC","052220"
"61995","00130772","SBS","034120"
"62005","00347877","이에스에이","052190"
"62006","00353018","슈펙스비앤피","058530"
"62083","01416235","미투젠","950190"
"62103","00643656","조이맥스","101730"
"62104","00618410","상상인인더스트리","101000"
"62106","00654272","램테크놀러지","171010"
"62110","00250614","삼영엠텍","054540"
"62112","00535746","게임빌","063080"
"62113","00580667","S&K폴리텍","091340"
"62114","00351630","세코닉스","053450"
"62115","00463342","에스텍파마","041910"
"62116","00100258","에스마크","030270"
"62117","00132804","성신양회","004980"
"62118","00144243","유니슨","018000"
"62119","00400121","유아이디","069330"
"62120","00103006","고려제강","002240"
"62128","00141246","SGC이테크건설","016250"
"62129","00117708","리드코프","012700"
"62131","00159731","글로본","019660"
"62134","00113191","코리안리","003690"
"62135","00136004","신라에스지","025870"
"62145","00104537","국영지앤엠","006050"
"62146","00415707","엔텔스","069410"
"62147","00523307","다원시스","068240"
"62148","00153755","태양금속공업","004100"
"62149","00108065","쎌마테라퓨틱스","015540"
"62153","00260392","대원전선","006340"
"62154","00149594","한국캐피탈","023760"
"62155","00305570","서울리거","043710"
"62156","00829380","피제이메탈","128660"
"62157","00318662","포스링크","056730"
"62160","00926522","테고사이언스","191420"
"62182","00306719","에스텍","069510"
"62203","00359623","우리산업홀딩스","072470"
"62207","00479787","인텍플러스","064290"
"62208","00995993","캔서롭","180400"
"62210","00141307","영풍","000670"
"62211","00390365","토비스","051360"
"62213","00626464","지엔씨에너지","119850"
"62214","00562360","에스맥","097780"
"62215","00259590","바른손이앤에이","035620"
"62218","00653103","나노스","151910"
"62219","00663669","우노앤컴퍼니","114630"
"62222","00117027","알루코","001780"
"62224","00131896","선광","003100"
"62225","00302120","피앤텔","054340"
"62256","00307222","YBM넷","057030"
"62257","00173351","삼진","032750"
"62259","00569646","영우디에스피","143540"
"62260","00152039","SG충방","001380"
"62261","00540605","이월드","084680"
"62262","00145668","이화공영","001840"
"62270","00163196","한일철강","002220"
"62295","01061327","클래시스","214150"
"62318","00260356","산은캐피탈","008270"
"62332","00425351","멀티캠퍼스","067280"
"62341","00991191","앱클론","174900"
"62346","00153126","크라운해태홀딩스","005740"
"62348","00956930","동아에스티","170900"
"62373","00821607","알톤스포츠","123750"
"62374","00565215","굿센","243870"
"62392","01399071","고바이오랩","348150"
"62398","00925189","신화콘텍","187270"
"62403","00188973","화일약품","061250"
"62450","00389110","지어소프트","051160"
"62457","00139153","에코플라스틱","038110"
"62458","00158219","시그네틱스","033170"
"62459","00919966","신라젠","215600"
"62460","01293388","무진메디","322970"
"62462","00164830","한국조선해양","009540"
"62463","00108649","TPC","048770"
"62464","00144395","동서","026960"
"62467","00141273","웰바이오텍","010600"
"62468","00144012","원풍","008370"
"62469","00269241","주연테크","044380"
"62470","00159290","한국아트라스비엑스","023890"
"62483","00377610","세아홀딩스","058650"
