"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"1232","050120","라이브플렉스","KOSDAQ","유통",4285,-65,-1.49,58122108510
"1233","171120","라이온켐텍","KOSDAQ","화학",8180,170,2.12,154549451680
"1234","069540","라이트론","KOSDAQ","통신장비",5420,0,0,125605134180
"1235","214260","라파스","KOSDAQ","화학",25400,600,2.42,213815066400
"1236","171010","램테크놀러지","KOSDAQ","반도체",6270,20,0.32,72775689360
"1237","084650","랩지노믹스","KOSDAQ","기타서비스",15400,1500,10.79,176331493800
"1238","217500","러셀","KOSDAQ","기계·장비",4625,-275,-5.61,147130500000
"1239","033600","럭슬","KOSDAQ","운송장비·부품",179,0,0,9456230437
"1240","141080","레고켐바이오","KOSDAQ","기타서비스",56600,-1400,-2.41,1364956430800
"1241","060300","레드로버","KOSDAQ","오락·문화",1830,0,0,48765969930
"1242","038390","레드캡투어","KOSDAQ","기타서비스",21300,-200,-0.93,182955924000
"1243","294140","레몬","KOSDAQ","화학",8150,-220,-2.63,2.81175e+11
"1244","228670","레이","KOSDAQ","의료·정밀기기",53200,400,0.76,353953804400
"1245","228850","레이언스","KOSDAQ","의료·정밀기기",12150,150,1.25,201580820100
"1246","281740","레이크머티리얼즈","KOSDAQ","화학",3640,-130,-3.45,239259194720
"1247","277810","레인보우로보틱스","KOSDAQ","기계·장비",23550,-150,-0.63,373743539700
"1248","215100","로보로보","KOSDAQ","디지털컨텐츠",5520,100,1.85,98247466080
"1249","090360","로보스타","KOSDAQ","기계·장비",25650,-300,-1.16,250087500000
"1250","108490","로보티즈","KOSDAQ","소프트웨어",17250,0,0,194079750000
"1251","900260","로스웰","KOSDAQ","금융",350,-9,-2.51,49623437500
"1252","067730","로지시스","KOSDAQ","컴퓨터서비스",9030,-670,-6.91,84348525660
"1253","071280","로체시스템즈","KOSDAQ","반도체",5970,-160,-2.61,91320719910
"1254","038060","루멘스","KOSDAQ","반도체",2715,-65,-2.34,130599832335
"1255","085370","루트로닉","KOSDAQ","의료·정밀기기",9060,-150,-1.63,234242322660
"1256","08537M","루트로닉3우C","KOSDAQ","의료·정밀기기",13250,-450,-3.28,7481811250
"1257","060240","룽투코리아","KOSDAQ","디지털컨텐츠",5210,120,2.36,132486569640
"1258","058470","리노공업","KOSDAQ","반도체",150600,-5300,-3.4,2295500922000
"1259","039980","리노스","KOSDAQ","유통",1150,-10,-0.86,47771696900
"1260","019570","리더스 기술투자","KOSDAQ","금융",1010,-110,-9.82,97733502440
"1261","016100","리더스코스메틱","KOSDAQ","화학",3565,0,0,65506265385
"1262","012700","리드코프","KOSDAQ","유통",6810,110,1.64,180098179350
"1263","302550","리메드","KOSDAQ","의료·정밀기기",27250,100,0.37,165922961000
"1264","029480","릭스솔루션","KOSDAQ","통신장비",510,-5,-0.97,40629545760
"1265","277070","린드먼아시아","KOSDAQ","금융",4995,-145,-2.82,67432500000
"1266","042500","링네트","KOSDAQ","컴퓨터서비스",6280,-150,-2.33,96441193840
"1267","219420","링크제니시스","KOSDAQ","소프트웨어",7400,-140,-1.86,7.4e+10
"1268","195500","마니커에프앤지","KOSDAQ","음식료·담배",8180,50,0.62,88082240000
"1269","222810","마이더스AI","KOSDAQ","소프트웨어",514,15,3.01,61706867294
"1270","305090","마이크로디지탈","KOSDAQ","의료·정밀기기",17200,100,0.58,124899520000
"1271","098120","마이크로컨텍솔","KOSDAQ","반도체",5530,-130,-2.3,45969595980
"1272","147760","마이크로프랜드","KOSDAQ","의료·정밀기기",7700,-210,-2.65,83312968200
"1273","038290","마크로젠","KOSDAQ","기타서비스",32850,1300,4.12,349249833900
"1274","267980","매일유업","KOSDAQ","음식료·담배",70500,100,0.14,552976479000
"1275","005990","매일홀딩스","KOSDAQ","음식료·담배",8690,-30,-0.34,119212061760
"1276","127160","매직마이크로","KOSDAQ","반도체",282,0,0,22816398912
"1277","093520","매커스","KOSDAQ","유통",5280,-100,-1.86,85341125760
"1278","141070","맥스로텍","KOSDAQ","기계·장비",1265,25,2.02,45407617750
"1279","100590","머큐리","KOSDAQ","일반전기전자",9510,160,1.71,140401836000
"1280","067280","멀티캠퍼스","KOSDAQ","디지털컨텐츠",31750,-50,-0.16,188175233250
"1281","072870","메가스터디","KOSDAQ","출판·매체복제",11550,350,3.13,137687076450
"1282","215200","메가스터디교육","KOSDAQ","기타서비스",54800,-1200,-2.14,649126824000
"1283","133750","메가엠디","KOSDAQ","기타서비스",3835,-25,-0.65,89766140295
"1284","235980","메드팩토","KOSDAQ","기타서비스",84000,-2500,-2.89,1711318728000
"1285","041920","메디아나","KOSDAQ","의료·정밀기기",13000,1200,10.17,112456448000
"1286","014100","메디앙스","KOSDAQ","화학",4195,0,0,4.9501e+10
"1287","054180","메디콕스","KOSDAQ","운송장비·부품",1410,-5,-0.35,61701989160
"1288","086900","메디톡스","KOSDAQ","제약",211000,8900,4.4,1261241739000
"1289","078160","메디포스트","KOSDAQ","제약",33750,500,1.5,548916547500
"1290","065650","메디프론","KOSDAQ","유통",3535,-55,-1.53,147453705175
"1291","021880","메이슨캐피탈","KOSDAQ","금융",503,13,2.65,49889757224
"1292","140410","메지온","KOSDAQ","기타서비스",157000,300,0.19,1396154842000
"1293","241770","메카로","KOSDAQ","반도체",14150,-450,-3.08,142946696000
"1294","059210","메타바이오메드","KOSDAQ","제약",2525,-55,-2.13,60252436275
"1295","327260","메탈라이프","KOSDAQ","기타제조",28450,350,1.25,102322928600
"1296","058110","멕아이씨에스","KOSDAQ","의료·정밀기기",15200,-600,-3.8,106236828000
"1297","096640","멜파스","KOSDAQ","IT부품",1880,65,3.58,63644070520
"1298","257370","명성티엔에스","KOSDAQ","IT부품",9210,0,0,59319850890
"1299","080420","모다이노칩","KOSDAQ","IT부품",3320,-20,-0.6,264675785040
"1300","080160","모두투어","KOSDAQ","기타서비스",23200,-150,-0.64,4.3848e+11
"1301","100030","모바일리더","KOSDAQ","소프트웨어",23050,-150,-0.65,75689607700
"1302","087260","모바일어플라이언스","KOSDAQ","소프트웨어",4380,-25,-0.57,142185513480
"1303","101330","모베이스","KOSDAQ","IT부품",3920,-250,-6,93916096960
"1304","012860","모베이스전자","KOSDAQ","운송장비·부품",2950,-390,-11.68,160706501000
"1305","348030","모비릭스","KOSDAQ","디지털컨텐츠",21850,100,0.46,203292400000
"1306","250060","모비스","KOSDAQ","소프트웨어",2745,0,0,88310256930
"1307","033200","모아텍","KOSDAQ","IT부품",11200,50,0.45,160509272000
"1308","118990","모트렉스","KOSDAQ","운송장비·부품",5880,-160,-2.65,229326109320
"1309","006920","모헨즈","KOSDAQ","비금속",4700,-65,-1.36,5.1324e+10
"1310","001810","무림SP","KOSDAQ","종이·목재",3495,-80,-2.24,77370562500
"1311","279600","미디어젠","KOSDAQ","소프트웨어",11050,150,1.38,51253005050
"1312","028040","미래SCI","KOSDAQ","유통",279,0,0,12549281058
"1313","095500","미래나노텍","KOSDAQ","IT부품",3845,-5,-0.13,99746486305
"1314","218150","미래생명자원","KOSDAQ","음식료·담배",6330,80,1.28,118190139240
"1315","353490","미래에셋대우스팩 5호","KOSDAQ","금융",2140,-35,-1.61,10828400000
"1316","328380","미래에셋대우스팩3호","KOSDAQ","금융",2075,0,0,13450150000
"1317","333430","미래에셋대우스팩4호","KOSDAQ","금융",2835,70,2.53,12445650000
"1318","100790","미래에셋벤처투자","KOSDAQ","금융",6590,-190,-2.8,304133923570
"1319","049950","미래컴퍼니","KOSDAQ","기계·장비",38400,-1500,-3.76,321112550400
"1320","213090","미래테크놀로지","KOSDAQ","소프트웨어",8340,40,0.48,51047371920
"1321","207760","미스터블루","KOSDAQ","디지털컨텐츠",10100,-200,-1.94,250092513500
"1322","059090","미코","KOSDAQ","반도체",14450,-350,-2.36,452524913350
"1323","214610","미코바이오메드","KOSDAQ","의료·정밀기기",11150,-250,-2.19,203502362950
"1324","201490","미투온","KOSDAQ","디지털컨텐츠",6930,-220,-3.08,216616346100
"1325","950190","미투젠","KOSDAQ","출판·매체복제",24450,-50,-0.2,328911791250
"1326","214180","민앤지","KOSDAQ","소프트웨어",17200,-450,-2.55,212634587200
"1327","206640","바디텍메드","KOSDAQ","제약",16700,-200,-1.18,392225552000
"1328","018700","바른손","KOSDAQ","오락·문화",3130,75,2.45,92245754310
"1329","035620","바른손이앤에이","KOSDAQ","오락·문화",1435,-15,-1.03,105456001805
"1330","064520","바른전자","KOSDAQ","반도체",1005,0,0,74054909385
"1331","053030","바이넥스","KOSDAQ","제약",27750,-650,-2.29,881091582000
"1332","301300","바이브컴퍼니","KOSDAQ","소프트웨어",29900,-650,-2.13,161285683000
"1333","064550","바이오니아","KOSDAQ","제약",16050,-200,-1.23,403369209900
"1334","208710","바이오로그디바이스","KOSDAQ","IT부품",1740,-25,-1.42,50234421180
"1335","142760","바이오리더스","KOSDAQ","기타서비스",5070,-120,-2.31,138979935120
"1336","086820","바이오솔루션","KOSDAQ","제약",27900,1000,3.72,225750785400
"1337","038460","바이오스마트","KOSDAQ","정보기기",5870,-270,-4.4,117915386000
"1338","086040","바이오톡스텍","KOSDAQ","기타서비스",9830,-220,-2.19,143764959090
"1339","032980","바이온","KOSDAQ","유통",1300,10,0.78,81621216300
"1340","043150","바텍","KOSDAQ","의료·정밀기기",26700,-50,-0.19,396608635200
"1341","323990","박셀바이오","KOSDAQ","기타서비스",102400,-700,-0.68,1540710400000
"1342","267790","배럴","KOSDAQ","섬유·의류",10800,200,1.89,85163400000
"1343","046310","백금T&A","KOSDAQ","통신장비",3065,-45,-1.45,50323134665
"1344","036620","버추얼텍","KOSDAQ","유통",766,2,0.26,52939304824
"1345","066410","버킷스튜디오","KOSDAQ","디지털컨텐츠",1700,-35,-2.02,70058247800
"1346","206400","베노홀딩스","KOSDAQ","소프트웨어",6220,-30,-0.48,139685258140
"1347","019010","베뉴지","KOSDAQ","유통",1810,5,0.28,8.7242e+10
"1348","177350","베셀","KOSDAQ","반도체",5880,-40,-0.68,65811123840
"1349","299910","베스파","KOSDAQ","디지털컨텐츠",19200,2100,12.28,154976409600
"1350","225530","보광산업","KOSDAQ","비금속",5230,20,0.38,190051542210
"1351","250000","보라티알","KOSDAQ","유통",13900,-250,-1.77,93835188700
"1352","006910","보성파워텍","KOSDAQ","금속",2210,5,0.23,101821460390
"1353","226340","본느","KOSDAQ","화학",3150,30,0.96,96703727400
"1354","014470","부방","KOSDAQ","금융",2465,-30,-1.2,148028820900
"1355","008470","부스타","KOSDAQ","금속",6150,70,1.15,51689520000
"1356","338220","뷰노","KOSDAQ","소프트웨어",29300,-1100,-3.62,317174521700
"1357","100120","뷰웍스","KOSDAQ","의료·정밀기기",32300,-150,-0.46,323060239500
"1358","337930","브랜드엑스코퍼레이션","KOSDAQ","인터넷",11000,100,0.92,209692648000
"1359","064480","브리지텍","KOSDAQ","컴퓨터서비스",3915,-35,-0.89,46794037500
"1360","288330","브릿지바이오테라퓨틱스","KOSDAQ","제약",15250,-400,-2.56,292512903500
"1361","251630","브이원텍","KOSDAQ","기계·장비",11750,800,7.31,176844315000
"1362","018290","브이티지엠피","KOSDAQ","일반전기전자",8410,0,0,287281571610
"1363","263920","블러썸엠앤씨","KOSDAQ","기타제조",4555,0,0,62509048460
"1364","033560","블루콤","KOSDAQ","IT부품",7500,310,4.31,135660352500
"1365","126340","비나텍","KOSDAQ","IT부품",41400,-2400,-5.48,202913820000
"1366","121800","비덴트","KOSDAQ","통신장비",10250,-100,-0.97,468156501250
"1367","148140","비디아이","KOSDAQ","기계·장비",9140,0,0,186269589700
"1368","082800","비보존 헬스케어","KOSDAQ","반도체",1720,15,0.88,274752430200
"1369","318410","비비씨","KOSDAQ","기타제조",18850,-50,-0.26,101859424550
"1370","200780","비씨월드제약","KOSDAQ","제약",17700,-150,-0.84,157395196800
"1371","141000","비아트론","KOSDAQ","반도체",11200,-200,-1.75,135684752000
"1372","090460","비에이치","KOSDAQ","IT부품",17750,-200,-1.11,594140212000
"1373","083650","비에이치아이","KOSDAQ","기계·장비",3135,335,11.96,8.151e+10
"1374","086670","비엠티","KOSDAQ","기계·장비",11650,200,1.75,94907062850
"1375","335890","비올","KOSDAQ","금융",2285,0,0,125080900000
"1376","138580","비즈니스온","KOSDAQ","소프트웨어",17900,-100,-0.56,203638276000
"1377","082920","비츠로셀","KOSDAQ","IT부품",15400,-300,-1.91,331702940800
"1378","054220","비츠로시스","KOSDAQ","일반전기전자",5930,0,0,127850669540
"1379","042370","비츠로테크","KOSDAQ","금융",10550,0,0,256121811950
"1380","032850","비트컴퓨터","KOSDAQ","소프트웨어",8760,-210,-2.34,145620046680
"1381","238200","비피도","KOSDAQ","음식료·담배",24900,500,2.05,1.01841e+11
"1382","093190","빅솔론","KOSDAQ","정보기기",4775,-100,-2.05,91865771375
"1383","065450","빅텍","KOSDAQ","의료·정밀기기",7080,90,1.29,202861824000
"1384","072950","빛샘전자","KOSDAQ","반도체",6560,-40,-0.61,3.936e+10
"1385","143240","사람인에이치알","KOSDAQ","인터넷",29600,-400,-1.33,345114184800
"1386","100090","삼강엠앤티","KOSDAQ","금속",15300,-400,-2.55,543585529800
"1387","122350","삼기","KOSDAQ","운송장비·부품",4465,-30,-0.67,171185546020
"1388","014970","삼륭물산","KOSDAQ","종이·목재",7810,-120,-1.51,118126250000
"1389","018310","삼목에스폼","KOSDAQ","금속",9930,-220,-2.17,1.45971e+11
"1390","053700","삼보모터스","KOSDAQ","운송장비·부품",7660,110,1.46,130867591720
"1391","009620","삼보산업","KOSDAQ","금속",1305,-145,-10,49710381030
"1392","023600","삼보판지","KOSDAQ","종이·목재",12250,200,1.66,198082500000
"1393","111870","삼본전자","KOSDAQ","일반전기전자",1185,-25,-2.07,114378362625
"1394","291230","삼성스팩2호","KOSDAQ","금융",2180,0,0,1.6459e+10
"1395","009300","삼아제약","KOSDAQ","제약",15150,50,0.33,96505500000
"1396","225190","삼양옵틱스","KOSDAQ","의료·정밀기기",9000,10,0.11,90834300000
"1397","054540","삼영엠텍","KOSDAQ","금속",4685,-5,-0.11,6.0905e+10
"1398","065570","삼영이엔씨","KOSDAQ","통신장비",7390,-70,-0.94,70926278780
"1399","032280","삼일","KOSDAQ","운송",2255,10,0.45,36561645450
"1400","002290","삼일기업공사","KOSDAQ","건설",4805,-85,-1.74,5.9582e+10
"1401","037460","삼지전자","KOSDAQ","통신장비",13400,0,0,218668194800
"1402","032750","삼진","KOSDAQ","일반전기전자",11500,0,0,6.9e+10
"1403","054090","삼진엘앤디","KOSDAQ","IT부품",3810,-105,-2.68,95094673920
"1404","000250","삼천당제약","KOSDAQ","제약",55800,-3200,-5.42,1270456687800
"1405","024950","삼천리자전거","KOSDAQ","유통",12600,1250,11.01,167247070200
"1406","038500","삼표시멘트","KOSDAQ","비금속",4910,-30,-0.61,527123719430
"1407","017480","삼현철강","KOSDAQ","금속",4585,-195,-4.08,71997750650
"1408","046390","삼화네트웍스","KOSDAQ","오락·문화",4680,195,4.35,202049326440
"1409","027580","상보","KOSDAQ","화학",1810,-65,-3.47,84740961910
"1410","038540","상상인","KOSDAQ","컴퓨터서비스",6300,-50,-0.79,348568371900
"1411","307870","상상인이안1호스팩","KOSDAQ","금융",2055,5,0.24,9761250000
"1412","329560","상상인이안제2호스팩","KOSDAQ","금융",2040,-5,-0.24,7.854e+09
"1413","101000","상상인인더스트리","KOSDAQ","기계·장비",824,-10,-1.2,52176176872
"1414","091580","상신이디피","KOSDAQ","IT부품",13700,250,1.86,182665196200
"1415","263810","상신전자","KOSDAQ","일반전기전자",4710,-170,-3.48,67092621780
"1416","089980","상아프론테크","KOSDAQ","화학",45350,-1000,-2.16,713118092750
"1417","042940","상지카일룸","KOSDAQ","건설",1240,0,0,72493796360
"1418","042600","새로닉스","KOSDAQ","IT부품",9860,-190,-1.89,122496439640
"1419","263540","샘코","KOSDAQ","운송장비·부품",2015,0,0,36098614175
"1420","294630","서남","KOSDAQ","일반전기전자",3270,-95,-2.82,66594073200
"1421","038070","서린바이오","KOSDAQ","유통",12650,-100,-0.78,101208551400
"1422","006730","서부T&D","KOSDAQ","숙박·음식",7960,20,0.25,462797934240
"1423","079650","서산","KOSDAQ","비금속",2540,35,1.4,5.08e+10
"1424","100660","서암기계공업","KOSDAQ","기계·장비",5660,-90,-1.57,7.1316e+10
"1425","019770","서연탑메탈","KOSDAQ","기계·장비",11150,-400,-3.46,129897500000
"1426","043710","서울리거","KOSDAQ","유통",995,-5,-0.5,36276166705
"1427","092190","서울바이오시스","KOSDAQ","IT부품",15400,-500,-3.14,588644256200
"1428","046890","서울반도체","KOSDAQ","반도체",19500,-100,-0.51,1136955300000
"1429","063170","서울옥션","KOSDAQ","유통",9130,-70,-0.76,154456775000
"1430","027040","서울전자통신","KOSDAQ","유통",952,-22,-2.26,66248582344
"1431","018680","서울제약","KOSDAQ","제약",8650,-10,-0.12,73737123950
"1432","093920","서원인텍","KOSDAQ","IT부품",7500,-130,-1.7,1.395e+11
"1433","189860","서전기전","KOSDAQ","일반전기전자",3835,50,1.32,37194821300
"1434","178320","서진시스템","KOSDAQ","통신장비",43900,4700,11.99,794619237400
"1435","122690","서진오토모티브","KOSDAQ","운송장비·부품",2955,5,0.17,57744381930
"1436","140070","서플러스글로벌","KOSDAQ","유통",4515,20,0.44,167000820000
"1437","011370","서한","KOSDAQ","건설",1485,-10,-0.67,149828874525
"1438","065710","서호전기","KOSDAQ","일반전기전자",19250,0,0,99137500000
"1439","035890","서희건설","KOSDAQ","건설",1575,0,0,361948319775
"1440","357550","석경에이티","KOSDAQ","화학",23050,1150,5.25,125737750000
"1441","003100","선광","KOSDAQ","운송",28950,0,0,1.9107e+11
"1442","123420","선데이토즈","KOSDAQ","디지털컨텐츠",22800,-250,-1.08,218192397600
"1443","171090","선익시스템","KOSDAQ","반도체",18600,0,0,167386887000
"1444","086710","선진뷰티사이언스","KOSDAQ","화학",20300,-650,-3.1,124147695000
"1445","014620","성광벤드","KOSDAQ","금속",7260,10,0.14,2.07636e+11
"1446","037350","성도이엔지","KOSDAQ","기타서비스",5450,-70,-1.27,84311500000
"1447","081580","성우전자","KOSDAQ","IT부품",2985,-20,-0.67,46291806855
"1448","045300","성우테크론","KOSDAQ","반도체",5300,-140,-2.57,49849690600
"1449","015750","성우하이텍","KOSDAQ","운송장비·부품",6650,80,1.22,5.32e+11
"1450","080470","성창오토텍","KOSDAQ","운송장비·부품",9080,80,0.89,6.6284e+10
"1451","043260","성호전자","KOSDAQ","IT부품",1830,60,3.39,97731852720
"1452","148150","세경하이테크","KOSDAQ","일반전기전자",21050,0,0,245064100000
"1453","053060","세동","KOSDAQ","운송장비·부품",2230,-10,-0.45,27047612020
"1454","017510","세명전기","KOSDAQ","금속",4200,-60,-1.41,64033200000
"1455","214310","세미콘라이트","KOSDAQ","반도체",1190,10,0.85,47394026470
"1456","011560","세보엠이씨","KOSDAQ","건설",6220,-80,-1.27,65496600000
"1457","100700","세운메디칼","KOSDAQ","제약",5740,-110,-1.88,2.51412e+11
"1458","234100","세원","KOSDAQ","운송장비·부품",6840,90,1.33,209618728920
"1459","024830","세원물산","KOSDAQ","운송장비·부품",6280,0,0,5.2438e+10
"1460","258830","세종메디칼","KOSDAQ","의료·정밀기기",10200,-450,-4.23,69132958200
"1461","036630","세종텔레콤","KOSDAQ","통신서비스",776,-33,-4.08,465853073776
"1462","039310","세중","KOSDAQ","기타서비스",2680,-50,-1.83,48566067560
"1463","067770","세진티에스","KOSDAQ","IT부품",5370,-170,-3.07,45089704410
"1464","053450","세코닉스","KOSDAQ","의료·정밀기기",8670,20,0.23,124811230530
"1465","234340","세틀뱅크","KOSDAQ","소프트웨어",31850,0,0,300504750000
"1466","252500","세화피앤씨","KOSDAQ","화학",3920,30,0.77,81313324400
"1467","347000","센코","KOSDAQ","일반전기전자",22500,-50,-0.22,183839490000
"1468","051980","센트럴바이오","KOSDAQ","화학",2705,5,0.19,161987726685
"1469","331920","셀레믹스","KOSDAQ","제약",20250,-350,-1.7,164139372000
"1470","049180","셀루메드","KOSDAQ","제약",5980,0,0,236167577880
"1471","299660","셀리드","KOSDAQ","기타서비스",36900,950,2.64,357881734800
"1472","268600","셀리버리","KOSDAQ","기타서비스",131200,-500,-0.38,2147772076800
"1473","108860","셀바스AI","KOSDAQ","소프트웨어",2845,-25,-0.87,62749163525
"1474","208370","셀바스헬스케어","KOSDAQ","의료·정밀기기",2520,-30,-1.18,54635021280
"1475","068760","셀트리온제약","KOSDAQ","제약",157900,-3500,-2.17,5654612796600
"1476","091990","셀트리온헬스케어","KOSDAQ","유통",129200,-1700,-1.3,19634671546400
"1477","290690","소룩스","KOSDAQ","일반전기전자",17600,-1150,-6.13,143583616000
"1478","053110","소리바다","KOSDAQ","디지털컨텐츠",301,-20,-6.23,29740902786
"1479","950200","소마젠(Reg.S)","KOSDAQ","기타서비스",12600,-150,-1.18,238940767800
"1480","032680","소프트센","KOSDAQ","유통",1750,-75,-4.11,62607651750
"1481","032685","소프트센우","KOSDAQ","유통",26500,-5350,-16.8,3785710500
"1482","258790","소프트캠프","KOSDAQ","출판·매체복제",3065,70,2.34,76598285460
"1483","066910","손오공","KOSDAQ","유통",2660,265,11.06,71543788260
"1484","043100","솔고바이오","KOSDAQ","의료·정밀기기",392,0,0,22641609536
"1485","154040","솔루에타","KOSDAQ","IT부품",4475,-65,-1.43,58086153350
"1486","035610","솔본","KOSDAQ","기타서비스",7350,100,1.38,200993077950
"1487","357780","솔브레인","KOSDAQ","화학",296100,-4500,-1.5,2303233392600
"1488","036830","솔브레인홀딩스","KOSDAQ","화학",43600,-300,-0.68,914032841600
"1489","304100","솔트룩스","KOSDAQ","소프트웨어",32650,400,1.24,165891874750
"1490","086980","쇼박스","KOSDAQ","오락·문화",5330,270,5.34,3.33658e+11
"1491","050960","수산아이앤티","KOSDAQ","출판·매체복제",27000,-1550,-5.43,1.82277e+11
"1492","084180","수성","KOSDAQ","기계·장비",2225,25,1.14,44939951475
"1493","253840","수젠텍","KOSDAQ","의료·정밀기기",14300,50,0.35,218718013800
"1494","058530","슈펙스비앤피","KOSDAQ","유통",162,0,0,21187054332
"1495","236200","슈프리마","KOSDAQ","일반전기전자",25650,-150,-0.58,184507452450
"1496","317770","슈프리마아이디","KOSDAQ","일반전기전자",16050,-50,-0.31,48663921000
"1497","094840","슈프리마에이치큐","KOSDAQ","컴퓨터서비스",7790,-240,-2.99,81575633600
"1498","192440","슈피겐코리아","KOSDAQ","IT부품",58500,-700,-1.18,363657235500
"1499","099440","스맥","KOSDAQ","기계·장비",1730,-45,-2.54,53170873570
"1500","033790","스카이문스테크놀로지","KOSDAQ","통신장비",829,0,0,14190075900
"1501","131100","스카이이앤엠","KOSDAQ","유통",1780,-5,-0.28,72414677340
"1502","159910","스킨앤스킨","KOSDAQ","반도체",263,0,0,36570869305
"1503","158310","스타모빌리티","KOSDAQ","기계·장비",505,0,0,6096179210
"1504","115570","스타플렉스","KOSDAQ","화학",4325,0,0,33261875275
"1505","253450","스튜디오드래곤","KOSDAQ","오락·문화",96400,-800,-0.82,2892418858000
"1506","204630","스튜디오산타클로스","KOSDAQ","오락·문화",2080,45,2.21,61264018400
"1507","013810","스페코","KOSDAQ","기계·장비",9000,-120,-1.32,131899230000
"1508","049830","승일","KOSDAQ","금속",8650,30,0.35,53042768800
"1509","020710","시공테크","KOSDAQ","기타서비스",5470,-30,-0.55,109662395900
"1510","033170","시그네틱스","KOSDAQ","반도체",1460,20,1.39,125163345740
"1511","048870","시너지이노베이션","KOSDAQ","의료·정밀기기",3000,0,0,220063656000
"1512","025320","시노펙스","KOSDAQ","IT부품",3995,-40,-0.99,292605617210
"1513","269620","시스웍","KOSDAQ","의료·정밀기기",1985,-35,-1.73,147598019725
"1514","131090","시큐브","KOSDAQ","소프트웨어",1610,0,0,6.44e+10
"1515","139050","시티랩스","KOSDAQ","컴퓨터서비스",953,-22,-2.26,67088173272
"1516","290520","신도기연","KOSDAQ","기계·장비",17750,-450,-2.47,143087720000
"1517","001000","신라섬유","KOSDAQ","유통",2580,-165,-6.01,62636053200
"1518","025870","신라에스지","KOSDAQ","유통",14900,-800,-5.1,5.96e+10
"1519","215600","신라젠","KOSDAQ","기타서비스",12100,0,0,866567212500
"1520","065350","신성델타테크","KOSDAQ","일반전기전자",8780,110,1.27,241309063440
"1521","002800","신신제약","KOSDAQ","제약",7950,-50,-0.63,120605475000
"1522","323280","신영스팩5호","KOSDAQ","금융",2110,-5,-0.24,7395550000
"1523","344050","신영스팩6호","KOSDAQ","금융",2075,15,0.73,8932875000
"1524","017000","신원종합개발","KOSDAQ","건설",5950,-360,-5.71,61094760650
"1525","012790","신일제약","KOSDAQ","제약",13550,-300,-2.17,147722100000
"1526","138070","신진에스엠","KOSDAQ","금속",5820,90,1.57,52218105060
"1527","226330","신테카바이오","KOSDAQ","출판·매체복제",15750,250,1.61,210451752000
"1528","333050","신한제6호스팩","KOSDAQ","금융",2060,-5,-0.24,10320600000
"1529","366330","신한제7호스팩","KOSDAQ","금융",2045,0,0,9304750000
"1530","056700","신화인터텍","KOSDAQ","IT부품",3220,-80,-2.42,93814993020
"1531","187270","신화콘텍","KOSDAQ","IT부품",3090,-100,-3.13,31344481050
"1532","243840","신흥에스이씨","KOSDAQ","IT부품",43850,-950,-2.12,312444492700
"1533","108320","실리콘웍스","KOSDAQ","반도체",65000,-1200,-1.81,1057179500000
"1534","222800","심텍","KOSDAQ","반도체",21700,-600,-2.69,691234903100
"1535","036710","심텍홀딩스","KOSDAQ","IT부품",2580,10,0.39,104912033820
"1536","160980","싸이맥스","KOSDAQ","반도체",19950,-550,-2.68,217938647850
"1537","217330","싸이토젠","KOSDAQ","기타서비스",57100,2300,4.2,321693634400
"1538","010280","쌍용정보통신","KOSDAQ","컴퓨터서비스",1635,-10,-0.61,66158695590
"1539","208640","썸에이지","KOSDAQ","출판·매체복제",1610,50,3.21,217379339030
"1540","222420","쎄노텍","KOSDAQ","비금속",2520,70,2.86,101198601000
"1541","037760","쎄니트","KOSDAQ","금속",1680,-20,-1.18,56839307280
"1542","136510","쎄미시스코","KOSDAQ","기계·장비",5890,-110,-1.83,33205929310
"1543","099320","쎄트렉아이","KOSDAQ","통신장비",61800,-200,-0.32,449192496600
"1544","049960","쎌바이오텍","KOSDAQ","제약",19400,-700,-3.48,1.8236e+11
"1545","050890","쏠리드","KOSDAQ","통신장비",8520,270,3.27,444617691000
"1546","066790","씨씨에스","KOSDAQ","방송서비스",846,0,0,47355837282
"1547","222080","씨아이에스","KOSDAQ","기계·장비",13500,-650,-4.59,776137626000
"1548","264660","씨앤지하이테크","KOSDAQ","반도체",13800,-300,-2.13,115995624000
"1549","352700","씨앤투스성진","KOSDAQ","섬유·의류",21000,350,1.69,209906151000
"1550","297090","씨에스베어링","KOSDAQ","기계·장비",29000,-1300,-4.29,277831600000
"1551","115530","씨엔플러스","KOSDAQ","IT부품",839,0,0,57020957000
"1552","225330","씨엠에스에듀","KOSDAQ","기타서비스",6480,340,5.54,120752389440
"1553","115480","씨유메디칼","KOSDAQ","의료·정밀기기",1885,-15,-0.79,50779572025
"1554","189330","씨이랩","KOSDAQ","소프트웨어",35550,-1500,-4.05,105108623100
"1555","096530","씨젠","KOSDAQ","제약",122900,-3500,-2.77,3224161058000
"1556","900120","씨케이에이치","KOSDAQ","금융",347,-4,-1.14,38310346579
"1557","101240","씨큐브","KOSDAQ","화학",8520,70,0.83,86377327680
"1558","060590","씨티씨바이오","KOSDAQ","제약",6150,200,3.36,129432444900
"1559","260930","씨티케이코스메틱스","KOSDAQ","화학",15750,0,0,159423878250
"1560","013990","아가방컴퍼니","KOSDAQ","유통",3630,-75,-2.02,119381755680
