"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"613","214320","이노션","KOSPI","서비스업",60400,100,0.17,1.208e+12
"614","088260","이리츠코크렙","KOSPI","서비스업",5290,60,1.15,335077011100
"615","139480","이마트","KOSPI","유통업",177000,-5000,-2.75,4934019963000
"616","007660","이수페타시스","KOSPI","전기전자",3390,-15,-0.44,139899869220
"617","005950","이수화학","KOSPI","화학",12200,-100,-0.81,316039255400
"618","015020","이스타코","KOSPI","서비스업",1280,-50,-3.76,54850048000
"619","093230","이아이디","KOSPI","유통업",415,0,0,320937154930
"620","074610","이엔플러스","KOSPI","기계",4095,100,2.5,184350425805
"621","102460","이연제약","KOSPI","의약품",17100,-400,-2.29,306240394500
"622","084680","이월드","KOSPI","서비스업",3730,-5,-0.13,384711815810
"623","350520","이지스레지던스리츠","KOSPI","서비스업",4750,-10,-0.21,9.785e+10
"624","334890","이지스밸류리츠","KOSPI","서비스업",4715,-35,-0.74,1.1316e+11
"625","000760","이화산업","KOSPI","유통업",16400,0,0,4.592e+10
"626","014990","인디에프","KOSPI","섬유의복",1305,-10,-0.76,76907558475
"627","101140","인바이오젠","KOSPI","유통업",3240,-70,-2.11,167058926280
"628","006490","인스코비","KOSPI","통신업",2785,-85,-2.96,284909755480
"629","023800","인지컨트롤스","KOSPI","운수장비",18000,-600,-3.23,272882304000
"630","034590","인천도시가스","KOSPI","전기가스업",25000,-100,-0.4,109368850000
"631","129260","인터지스","KOSPI","운수창고업",4435,40,0.91,131931821190
"632","023810","인팩","KOSPI","운수장비",7340,-90,-1.21,7.34e+10
"633","249420","일동제약","KOSPI","의약품",16850,0,0,401085352250
"634","000230","일동홀딩스","KOSPI","의약품",14300,-500,-3.38,165027720000
"635","013360","일성건설","KOSPI","건설업",1250,-10,-0.79,67531100000
"636","003120","일성신약","KOSPI","의약품",80600,500,0.62,2.14396e+11
"637","003200","일신방직","KOSPI","섬유의복",88500,-500,-0.56,2.124e+11
"638","007110","일신석재","KOSPI","유통업",1880,-10,-0.53,145618426800
"639","007570","일양약품","KOSPI","의약품",34600,-400,-1.14,660363974400
"640","007575","일양약품우","KOSPI","의약품",36950,-5350,-12.65,16445706000
"641","008500","일정실업","KOSPI","섬유의복",14500,50,0.35,1.74e+10
"642","081000","일진다이아","KOSPI","화학",43950,-1250,-2.77,624220751250
"643","020760","일진디스플","KOSPI","전기전자",4435,-10,-0.22,152866848410
"644","020150","일진머티리얼즈","KOSPI","전기전자",67300,300,0.45,3103259195500
"645","103590","일진전기","KOSPI","전기전자",3735,-30,-0.8,138495256650
"646","015860","일진홀딩스","KOSPI","기타금융",5060,-20,-0.39,249698263980
"647","226320","잇츠한불","KOSPI","화학",28400,-500,-1.73,622792546000
"648","317400","자이에스앤디","KOSPI","서비스업",10850,-100,-0.91,290590342000
"649","033240","자화전자","KOSPI","전기전자",15400,-350,-2.22,2.7566e+11
"650","000950","전방","KOSPI","섬유의복",33950,1100,3.35,5.7036e+10
"651","348950","제이알글로벌리츠","KOSPI","서비스업",5190,0,0,8.59464e+11
"652","194370","제이에스코퍼레이션","KOSPI","기타제조업",11900,-100,-0.83,158693651900
"653","025620","제이준코스메틱","KOSPI","화학",2210,-10,-0.45,81569840300
"654","036420","제이콘텐트리","KOSPI","서비스업",49500,-100,-0.2,811061014500
"655","030000","제일기획","KOSPI","서비스업",19400,-150,-0.77,2231799765000
"656","271980","제일약품","KOSPI","의약품",41750,-900,-2.11,613928406000
"657","001560","제일연마","KOSPI","비금속광물",7390,120,1.65,7.39e+10
"658","002620","제일파마홀딩스","KOSPI","서비스업",18000,-200,-1.1,287520390000
"659","006220","제주은행","KOSPI","은행",8850,-160,-1.78,284339649900
"660","089590","제주항공","KOSPI","운수창고업",24100,200,0.84,927840721500
"661","004910","조광페인트","KOSPI","화학",6320,-130,-2.02,8.0896e+10
"662","004700","조광피혁","KOSPI","기타제조업",54600,-500,-0.91,363042934800
"663","001550","조비","KOSPI","화학",20550,-50,-0.24,106700511450
"664","000480","조선내화","KOSPI","비금속광물",79000,-300,-0.38,3.16e+11
"665","120030","조선선재","KOSPI","기계",114500,0,0,144001039500
"666","018470","조일알미늄","KOSPI","철강금속",608,0,0,51745618400
"667","002600","조흥","KOSPI","음식료품",172500,-1500,-0.86,1.035e+11
"668","185750","종근당","KOSPI","의약품",189000,3000,1.61,2159532711000
"669","063160","종근당바이오","KOSPI","의약품",73800,4100,5.88,404863995600
"670","001630","종근당홀딩스","KOSPI","의약품",107000,500,0.47,536055127000
"671","044380","주연테크","KOSPI","전기전자",1065,35,3.4,58161874785
"672","013890","지누스","KOSPI","기타제조업",92000,-600,-0.65,1325420908000
"673","013870","지엠비코리아","KOSPI","운수장비",7860,-50,-0.63,149908120800
"674","071320","지역난방공사","KOSPI","전기가스업",37550,0,0,434781837200
"675","010580","지코","KOSPI","운수장비",306,0,0,19761980616
"676","035000","지투알","KOSPI","서비스업",5310,-100,-1.85,87972941790
"677","088790","진도","KOSPI","유통업",4430,-470,-9.59,55143505920
"678","003780","진양산업","KOSPI","화학",4385,20,0.46,5.7005e+10
"679","010640","진양폴리","KOSPI","화학",3300,-5,-0.15,3.3e+10
"680","100250","진양홀딩스","KOSPI","화학",2745,-10,-0.36,153432576540
"681","051630","진양화학","KOSPI","화학",3980,10,0.25,4.776e+10
"682","272450","진에어","KOSPI","운수창고업",21950,100,0.46,9.8775e+11
"683","011000","진원생명과학","KOSPI","의약품",13800,-600,-4.17,617839910400
"684","002780","진흥기업","KOSPI","건설업",2715,10,0.37,394955787675
"685","002787","진흥기업2우B","KOSPI","건설업",11500,100,0.88,3390292000
"686","002785","진흥기업우B","KOSPI","건설업",4965,35,0.71,4256087370
"687","009310","참엔지니어링","KOSPI","기계",1550,5,0.32,85939784100
"688","000650","천일고속","KOSPI","운수창고업",64900,500,0.78,92756378000
"689","033250","체시스","KOSPI","운수장비",1560,-35,-2.19,4.992e+10
"690","035720","카카오","KOSPI","서비스업",471000,-11000,-2.28,41767378035000
"691","006380","카프로","KOSPI","화학",4120,110,2.74,1.648e+11
"692","109070","컨버즈","KOSPI","종이목재",4100,0,0,53879690800
"693","001620","케이비아이동국실업","KOSPI","운수장비",801,-24,-2.91,52899699672
"694","029460","케이씨","KOSPI","의료정밀",27100,-900,-3.21,367314592400
"695","344820","케이씨씨글라스","KOSPI","비금속광물",44450,-1250,-2.74,709889258400
"696","281820","케이씨텍","KOSPI","의료정밀",25400,200,0.79,529883522400
"697","145270","케이탑리츠","KOSPI","서비스업",1310,-25,-1.87,60553606370
"698","357120","코람코에너지리츠","KOSPI","서비스업",4795,-5,-0.1,333827900000
"699","007815","코리아써우","KOSPI","전기전자",6230,50,0.81,18470018700
"700","007810","코리아써키트","KOSPI","전기전자",12950,-250,-1.89,305888725450
"701","00781K","코리아써키트2우B","KOSPI","전기전자",6170,-290,-4.49,4835422830
"702","003690","코리안리","KOSPI","보험",8320,70,0.85,1001471045120
"703","192820","코스맥스","KOSPI","화학",117000,500,0.43,1175792553000
"704","044820","코스맥스비티아이","KOSPI","기타금융",16750,500,3.08,160865676750
"705","005070","코스모신소재","KOSPI","화학",18750,50,0.27,548399343750
"706","005420","코스모화학","KOSPI","화학",11450,-350,-2.97,298968946250
"707","071950","코아스","KOSPI","기타제조업",1140,-10,-0.87,35234219400
"708","002020","코오롱","KOSPI","기타금융",21900,-300,-1.35,276518729400
"709","003070","코오롱글로벌","KOSPI","건설업",19500,550,2.9,491603541000
"710","003075","코오롱글로벌우","KOSPI","건설업",24300,-200,-0.82,7601112900
"711","144620","코오롱머티리얼","KOSPI","화학",3300,-50,-1.49,226573495500
"712","002025","코오롱우","KOSPI","기타금융",13600,0,0,14638904000
"713","120110","코오롱인더","KOSPI","화학",54500,-200,-0.37,1470346780000
"714","120115","코오롱인더우","KOSPI","화학",25650,50,0.2,70995609000
"715","138490","코오롱플라스틱","KOSPI","화학",5690,-70,-1.22,2.1622e+11
"716","021240","코웨이","KOSPI","서비스업",64600,-700,-1.07,4767455387400
"717","031820","콤텍시스템","KOSPI","서비스업",1480,-15,-1,100420169680
"718","192400","쿠쿠홀딩스","KOSPI","기타금융",135000,2000,1.5,960178995000
"719","284740","쿠쿠홈시스","KOSPI","서비스업",40050,-400,-0.99,898615066500
"720","015590","큐로","KOSPI","기계",604,-21,-3.36,137235829352
"721","264900","크라운제과","KOSPI","음식료품",9880,-20,-0.2,123735638000
"722","26490K","크라운제과우","KOSPI","음식료품",10200,100,0.99,7890312000
"723","005740","크라운해태홀딩스","KOSPI","기타금융",9180,-80,-0.86,136298645460
"724","005745","크라운해태홀딩스우","KOSPI","기타금융",12500,-200,-1.57,7509075000
"725","020120","키다리스튜디오","KOSPI","서비스업",11700,-250,-2.09,223697576700
"726","039490","키움증권","KOSPI","증권",123500,-1500,-1.2,3205137702000
"727","012170","키위미디어그룹","KOSPI","서비스업",1105,0,0,68534900070
"728","014580","태경비케이","KOSPI","비금속광물",4300,-115,-2.6,118607330000
"729","015890","태경산업","KOSPI","화학",5630,-50,-0.88,164557862500
"730","006890","태경케미컬","KOSPI","화학",12550,-300,-2.33,1.4558e+11
"731","003240","태광산업","KOSPI","화학",882000,-19000,-2.11,982018800000
"732","011280","태림포장","KOSPI","종이목재",4930,-10,-0.2,349073284200
"733","004100","태양금속","KOSPI","운수장비",1290,-155,-10.73,4.7343e+10
"734","004105","태양금속우","KOSPI","운수장비",2805,-135,-4.59,9256500000
"735","009410","태영건설","KOSPI","건설업",11950,-200,-1.65,464844221100
"736","009415","태영건설우","KOSPI","건설업",11050,0,0,14388669100
"737","001420","태원물산","KOSPI","운수장비",4155,110,2.72,3.1578e+10
"738","007980","태평양물산","KOSPI","섬유의복",1910,-30,-1.55,91965711170
"739","055490","테이팩스","KOSPI","화학",41100,-100,-0.24,193895415000
"740","078000","텔코웨어","KOSPI","서비스업",11400,100,0.88,110610848400
"741","214420","토니모리","KOSPI","화학",8270,-80,-0.96,145882800000
"742","019180","티에이치엔","KOSPI","전기전자",3350,-65,-1.9,6.03e+10
"743","363280","티와이홀딩스","KOSPI","기타금융",24400,-50,-0.2,980187406000
"744","36328K","티와이홀딩스우","KOSPI","기타금융",22000,-300,-1.35,27617436000
"745","091810","티웨이항공","KOSPI","운수창고업",2780,-20,-0.71,306718175620
"746","004870","티웨이홀딩스","KOSPI","비금속광물",1620,15,0.93,124222986720
"747","005690","파미셀","KOSPI","의약품",16650,550,3.42,998316517500
"748","036580","팜스코","KOSPI","음식료품",7130,-80,-1.11,261870233590
"749","028670","팬오션","KOSPI","운수창고업",6430,560,9.54,3437281962160
"750","010820","퍼스텍","KOSPI","기계",2470,55,2.28,118711806200
"751","016800","퍼시스","KOSPI","기타제조업",29900,0,0,3.4385e+11
"752","001020","페이퍼코리아","KOSPI","종이목재",2345,5,0.21,87943897160
"753","090080","평화산업","KOSPI","운수장비",1125,0,0,61765041375
"754","010770","평화홀딩스","KOSPI","운수장비",3815,-60,-1.55,55796152790
"755","058430","포스코강판","KOSPI","철강금속",29500,-1100,-3.59,1.77e+11
"756","047050","포스코인터내셔널","KOSPI","유통업",20900,-600,-2.79,2578540614100
"757","003670","포스코케미칼","KOSPI","비금속광물",161000,2000,1.26,12471578420000
"758","007630","폴루스바이오팜","KOSPI","유통업",1225,0,0,55134426375
"759","017810","풀무원","KOSPI","음식료품",17000,-200,-1.16,648049163000
"760","103140","풍산","KOSPI","철강금속",34550,-150,-0.43,968238804900
"761","005810","풍산홀딩스","KOSPI","기타금융",23900,-300,-1.24,248787719200
"762","950210","프레스티지바이오파마","KOSPI","서비스업",31250,-1800,-5.45,1878004843750
"763","033180","필룩스","KOSPI","전기전자",4180,-40,-0.95,390376219200
"764","086790","하나금융지주","KOSPI","기타금융",38550,-150,-0.39,11574331490100
"765","293480","하나제약","KOSPI","의약품",23350,50,0.21,3.7827e+11
"766","039130","하나투어","KOSPI","서비스업",67500,-400,-0.59,940894987500
"767","172580","하이골드12호","KOSPI","서비스업",2010,10,0.5,26219445000
"768","153360","하이골드3호","KOSPI","서비스업",1195,0,0,19298999050
"769","071090","하이스틸","KOSPI","철강금속",24550,-1500,-5.76,49098625200
"770","019490","하이트론","KOSPI","전기전자",7170,70,0.99,48144857880
"771","000080","하이트진로","KOSPI","음식료품",36700,300,0.82,2573903523700
"772","000087","하이트진로2우B","KOSPI","음식료품",20100,-100,-0.5,22715773800
"773","000140","하이트진로홀딩스","KOSPI","기타금융",15700,50,0.32,364346210500
"774","000145","하이트진로홀딩스우","KOSPI","기타금융",14350,50,0.35,6756123500
"775","152550","한국ANKOR유전","KOSPI","기타금융",1645,-5,-0.3,115182900000
"776","036460","한국가스공사","KOSPI","전기가스업",33400,0,0,3083254200000
"777","005430","한국공항","KOSPI","운수창고업",39200,-400,-1.01,124121116000
"778","071050","한국금융지주","KOSPI","기타금융",86300,-1900,-2.15,4809153109600
"779","071055","한국금융지주우","KOSPI","기타금융",61400,-600,-0.97,359696611400
"780","010040","한국내화","KOSPI","비금속광물",3780,-5,-0.13,86424528960
"781","025540","한국단자","KOSPI","전기전자",75600,-1800,-2.33,7.87374e+11
"782","004090","한국석유","KOSPI","비금속광물",169000,-3000,-1.74,110728800000
"783","002200","한국수출포장","KOSPI","종이목재",21550,-250,-1.15,8.62e+10
"784","002960","한국쉘석유","KOSPI","화학",247500,0,0,3.2175e+11
"785","000240","한국앤컴퍼니","KOSPI","기타금융",17000,-300,-1.73,1581342941000
"786","123890","한국자산신탁","KOSPI","기타금융",3980,-30,-0.75,493431452960
"787","015760","한국전력","KOSPI","전기가스업",23000,-350,-1.5,14765173771000
"788","006200","한국전자홀딩스","KOSPI","기타금융",1190,20,1.71,55695731840
"789","009540","한국조선해양","KOSPI","운수장비",107000,-1000,-0.93,7572723412000
"790","023350","한국종합기술","KOSPI","서비스업",7670,20,0.26,83986500000
"791","025890","한국주강","KOSPI","기계",1780,30,1.71,20130481020
"792","000970","한국주철관","KOSPI","철강금속",8700,0,0,198364350000
"793","104700","한국철강","KOSPI","철강금속",8130,30,0.37,374386500000
"794","017960","한국카본","KOSPI","기계",11100,-350,-3.06,487964402700
"795","161890","한국콜마","KOSPI","화학",58900,300,0.51,1347701502000
"796","024720","한국콜마홀딩스","KOSPI","기타금융",28100,-100,-0.35,522005803900
"797","161390","한국타이어앤테크놀로지","KOSPI","화학",46400,-1600,-3.33,5747803201600
"798","034830","한국토지신탁","KOSPI","기타금융",2035,-30,-1.45,513815583050
"799","007280","한국특수형강","KOSPI","철강금속",1830,-40,-2.14,97433731080
"800","168490","한국패러랠","KOSPI","기타금융",1930,5,0.26,154438600000
"801","010100","한국프랜지","KOSPI","운수장비",2935,-55,-1.84,89371982700
"802","047810","한국항공우주","KOSPI","운수장비",33350,-750,-2.2,3250794818450
"803","123690","한국화장품","KOSPI","유통업",12300,0,0,197636400000
"804","003350","한국화장품제조","KOSPI","화학",36900,-100,-0.27,167230800000
"805","011500","한농화성","KOSPI","화학",16750,-800,-4.56,261920453500
"806","002390","한독","KOSPI","의약품",27100,-150,-0.55,372991744300
"807","014790","한라","KOSPI","건설업",4610,-75,-1.6,179213482620
"808","060980","한라홀딩스","KOSPI","기타금융",41050,-600,-1.44,429878473500
"809","053690","한미글로벌","KOSPI","서비스업",9740,-30,-0.31,106726537000
"810","042700","한미반도체","KOSPI","기계",22250,-400,-1.77,1145908397250
"811","008930","한미사이언스","KOSPI","기타금융",59000,-1400,-2.32,3970972049000
"812","128940","한미약품","KOSPI","의약품",312000,-6500,-2.04,3768423984000
"813","009240","한샘","KOSPI","유통업",101000,-500,-0.49,2376926728000
"814","020000","한섬","KOSPI","섬유의복",38000,-900,-2.31,9.3594e+11
"815","003680","한성기업","KOSPI","음식료품",7730,-60,-0.77,47999550950
"816","105630","한세실업","KOSPI","섬유의복",21600,450,2.13,8.64e+11
"817","069640","한세엠케이","KOSPI","유통업",3400,45,1.34,43891694800
"818","016450","한세예스24홀딩스","KOSPI","섬유의복",7520,30,0.4,3.008e+11
"819","010420","한솔PNS","KOSPI","유통업",1975,-25,-1.25,40473698700
"820","009180","한솔로지스틱스","KOSPI","운수창고업",3245,55,1.72,89164244125
"821","213500","한솔제지","KOSPI","종이목재",13350,-150,-1.11,317737689600
"822","014680","한솔케미칼","KOSPI","화학",234500,500,0.21,2658103227500
"823","004710","한솔테크닉스","KOSPI","전기전자",10300,-100,-0.96,330731743400
"824","004150","한솔홀딩스","KOSPI","기타금융",3555,0,0,149340491235
"825","025750","한솔홈데코","KOSPI","종이목재",1925,-10,-0.52,155087911825
"826","004960","한신공영","KOSPI","건설업",17800,-400,-2.2,205958495600
"827","011700","한신기계","KOSPI","기계",1785,5,0.28,57916379535
"828","001750","한양증권","KOSPI","증권",10250,-50,-0.49,130467473500
"829","001755","한양증권우","KOSPI","증권",15050,-300,-1.95,7901250000
"830","018880","한온시스템","KOSPI","기계",17250,300,1.77,9.20805e+12
"831","009420","한올바이오파마","KOSPI","의약품",22100,-150,-0.67,1154518099800
"832","014130","한익스프레스","KOSPI","운수창고업",6050,-90,-1.47,7.26e+10
"833","300720","한일시멘트","KOSPI","비금속광물",116500,-1000,-0.85,806896941000
"834","002220","한일철강","KOSPI","철강금속",2135,-50,-2.29,56358320900
"835","006390","한일현대시멘트","KOSPI","비금속광물",37500,-400,-1.06,630798375000
"836","003300","한일홀딩스","KOSPI","비금속광물",10850,0,0,312651213000
"837","051600","한전KPS","KOSPI","건설업",27800,50,0.18,1.251e+12
"838","052690","한전기술","KOSPI","서비스업",19750,650,3.4,7.54845e+11
"839","130660","한전산업","KOSPI","서비스업",4570,-80,-1.72,1.48982e+11
"840","002320","한진","KOSPI","운수창고업",42650,-250,-0.58,637516334200
"841","097230","한진중공업","KOSPI","건설업",7000,-50,-0.71,582919967000
"842","003480","한진중공업홀딩스","KOSPI","전기가스업",3845,90,2.4,113542127140
"843","180640","한진칼","KOSPI","운수창고업",58500,-1500,-2.5,3876365259000
"844","18064K","한진칼우","KOSPI","운수창고업",39200,-250,-0.63,21041227200
"845","005110","한창","KOSPI","유통업",1225,-15,-1.21,81818079525
"846","009460","한창제지","KOSPI","종이목재",2395,140,6.21,142903628970
"847","000880","한화","KOSPI","화학",28650,-600,-2.05,2147567757750
"848","00088K","한화3우B","KOSPI","화학",13700,-100,-0.72,307866400000
"849","088350","한화생명","KOSPI","보험",3265,135,4.31,2835750450000
"850","000370","한화손해보험","KOSPI","보험",3930,40,1.03,458783935950
"851","009830","한화솔루션","KOSPI","화학",43950,-750,-1.68,7026044643150
"852","009835","한화솔루션우","KOSPI","화학",52000,-200,-0.38,58434324000
"853","272210","한화시스템","KOSPI","전기전자",19200,150,0.79,2116423468800
"854","012450","한화에어로스페이스","KOSPI","운수장비",37000,-750,-1.99,1.87331e+12
"855","000885","한화우","KOSPI","화학",38100,-100,-0.26,18261101400
"856","003530","한화투자증권","KOSPI","증권",2710,-40,-1.45,581424470250
"857","003535","한화투자증권우","KOSPI","증권",3925,-75,-1.88,1.884e+10
"858","195870","해성디에스","KOSPI","전기전자",31850,-1450,-4.35,5.4145e+11
"859","101530","해태제과식품","KOSPI","음식료품",8270,0,0,240796117940
"860","143210","핸즈코퍼레이션","KOSPI","운수장비",6820,20,0.29,149107487760
"861","000720","현대건설","KOSPI","건설업",39050,-850,-2.13,4348442623250
"862","267270","현대건설기계","KOSPI","기계",35250,-950,-2.62,694452953250
"863","000725","현대건설우","KOSPI","건설업",162000,-500,-0.31,16014672000
"864","005440","현대그린푸드","KOSPI","유통업",9460,60,0.64,924284399720
"865","086280","현대글로비스","KOSPI","운수창고업",193500,-500,-0.26,7.25625e+12
"866","064350","현대로템","KOSPI","운수장비",19950,-100,-0.5,2177388745350
"867","079430","현대리바트","KOSPI","기타제조업",16400,-50,-0.3,336778624800
"868","012330","현대모비스","KOSPI","운수장비",305000,-5500,-1.77,28911893670000
"869","010620","현대미포조선","KOSPI","운수장비",52200,-1000,-1.88,2084980177800
"870","069960","현대백화점","KOSPI","유통업",89500,1500,1.7,2094518469500
"871","004560","현대비앤지스틸","KOSPI","철강금속",20350,150,0.74,306853803850
"872","004565","현대비앤지스틸우","KOSPI","철강금속",89300,-1700,-1.87,9809783600
"873","011760","현대상사","KOSPI","유통업",18850,1100,6.2,249366009100
"874","004310","현대약품","KOSPI","의약품",8230,-350,-4.08,2.6336e+11
"875","322000","현대에너지솔루션","KOSPI","전기전자",31800,-700,-2.15,3.5616e+11
"876","017800","현대엘리베이","KOSPI","기계",43050,-50,-0.12,1757093972550
"877","307950","현대오토에버","KOSPI","서비스업",122500,-4000,-3.16,2.5725e+12
"878","011210","현대위아","KOSPI","운수장비",82800,-400,-0.48,2251752872400
"879","267260","현대일렉트릭","KOSPI","전기전자",19200,600,3.23,692104992000
"880","004020","현대제철","KOSPI","철강금속",43250,300,0.7,5771530201250
"881","267250","현대중공업지주","KOSPI","화학",267000,-4500,-1.66,4218230739000
"882","005380","현대차","KOSPI","운수장비",235000,0,0,50212023945000
"883","005387","현대차2우B","KOSPI","운수장비",101000,-1000,-0.98,3685030551000
"884","005389","현대차3우B","KOSPI","운수장비",98700,-500,-0.5,239716144500
"885","005385","현대차우","KOSPI","운수장비",104000,-2000,-1.89,2533095240000
"886","001500","현대차증권","KOSPI","증권",12200,-250,-2.01,366574742000
"887","227840","현대코퍼레이션홀딩스","KOSPI","유통업",12350,0,0,112395324600
"888","126560","현대퓨처넷","KOSPI","서비스업",4940,1140,30,557610384240
"889","001450","현대해상","KOSPI","보험",23150,550,2.43,2.06961e+12
"890","057050","현대홈쇼핑","KOSPI","유통업",76900,-1000,-1.28,9.228e+11
"891","093240","형지엘리트","KOSPI","섬유의복",3980,-45,-1.12,123996096040
"892","003010","혜인","KOSPI","유통업",5930,-130,-2.15,75386589710
"893","111110","호전실업","KOSPI","섬유의복",11000,100,0.92,8.8e+10
"894","008770","호텔신라","KOSPI","유통업",83600,-1000,-1.18,3281142915600
"895","008775","호텔신라우","KOSPI","유통업",83000,-700,-0.84,62405957000
"896","002460","화성산업","KOSPI","건설업",11350,0,0,141316580000
"897","013520","화승알앤에이","KOSPI","운수장비",3650,0,0,252013793750
"898","241590","화승엔터프라이즈","KOSPI","기타제조업",16350,300,1.87,989917862250
"899","006060","화승인더","KOSPI","화학",8090,20,0.25,447538800000
"900","010690","화신","KOSPI","운수장비",5310,120,2.31,185427377100
"901","133820","화인베스틸","KOSPI","철강금속",2380,-10,-0.42,7.0329e+10
"902","010660","화천기계","KOSPI","기계",2500,-60,-2.34,5.5e+10
"903","000850","화천기공","KOSPI","기계",31800,0,0,6.996e+10
"904","016580","환인제약","KOSPI","의약품",19400,200,1.04,360841358000
"905","032560","황금에스티","KOSPI","철강금속",9430,220,2.39,1.3202e+11
"906","004800","효성","KOSPI","기타금융",81500,-1600,-1.93,1717288537500
"907","094280","효성ITX","KOSPI","서비스업",18800,-500,-2.59,217294160000
"908","298040","효성중공업","KOSPI","전기전자",75600,-800,-1.05,704935828800
"909","298050","효성첨단소재","KOSPI","화학",322000,-4000,-1.23,1442543256000
"910","298020","효성티앤씨","KOSPI","화학",438000,2500,0.57,1895524716000
"911","298000","효성화학","KOSPI","화학",234500,2500,1.08,748084547000
"912","093370","후성","KOSPI","화학",9780,-270,-2.69,905694689820
"913","081660","휠라홀딩스","KOSPI","유통업",42100,-150,-0.36,2557668546200
"914","005870","휴니드","KOSPI","전기전자",6470,-60,-0.92,91330617050
"915","079980","휴비스","KOSPI","화학",7950,-120,-1.49,2.74275e+11
"916","005010","휴스틸","KOSPI","철강금속",9390,-110,-1.16,71567462520
"917","069260","휴켐스","KOSPI","화학",22950,-250,-1.08,938163594600
"918","000540","흥국화재","KOSPI","보험",4000,120,3.09,256970580000
"919","000547","흥국화재2우B","KOSPI","보험",19600,0,0,3010560000
"920","000545","흥국화재우","KOSPI","보험",7090,-10,-0.14,5445120000
"921","003280","흥아해운","KOSPI","운수창고업",258,0,0,30117000222
"922","060310","3S","KOSDAQ","기계·장비",2405,-10,-0.41,107750038955
"923","054620","APS홀딩스","KOSDAQ","금융",7650,-50,-0.65,156015790650
"924","265520","AP시스템","KOSDAQ","반도체",30100,200,0.67,435854832700
"925","211270","AP위성","KOSDAQ","통신장비",18350,-250,-1.34,275521653400
"926","035760","CJ ENM","KOSDAQ","방송서비스",145300,500,0.35,3186306076200
"927","051500","CJ프레시웨이","KOSDAQ","유통",21450,-350,-1.61,254645519700
"928","058820","CMG제약","KOSDAQ","제약",4415,20,0.46,613209257260
"929","023460","CNH","KOSDAQ","금융",2580,-30,-1.15,9.5976e+10
"930","056000","COWON","KOSDAQ","디지털컨텐츠",2860,0,0,56399843500
"931","065770","CS","KOSDAQ","통신장비",2520,-60,-2.33,47464578000
"932","083660","CSA 코스믹","KOSDAQ","화학",2940,-50,-1.67,108991812300
"933","367340","DB금융스팩8호","KOSDAQ","금융",2065,0,0,12493250000
"934","068790","DMS","KOSDAQ","기계·장비",8310,60,0.73,204202136910
"935","241520","DSC인베스트먼트","KOSDAQ","금융",4310,-125,-2.82,79902352990
"936","245620","EDGC","KOSDAQ","기타서비스",9300,-300,-3.13,399291138300
"937","037370","EG","KOSDAQ","유통",11150,50,0.45,8.3625e+10
"938","079190","EMW","KOSDAQ","통신장비",2780,0,0,88360067660
"939","130500","GH신소재","KOSDAQ","섬유·의류",6200,-310,-4.76,6.82e+10
"940","900290","GRT","KOSDAQ","금융",951,0,0,64073625000
"941","083450","GST","KOSDAQ","반도체",18900,450,2.44,176105380500
"942","028150","GS홈쇼핑","KOSDAQ","방송서비스",145400,500,0.35,954187500000
"943","045890","GV","KOSDAQ","일반전기전자",354,-27,-7.09,30715230198
"944","078150","HB테크놀러지","KOSDAQ","기계·장비",2690,75,2.87,212484245940
"945","036640","HRS","KOSDAQ","화학",6020,180,3.08,98455896000
"946","335870","IBKS제12호스팩","KOSDAQ","금융",2175,-5,-0.23,6.786e+09
"947","351340","IBKS제13호스팩","KOSDAQ","금융",2090,-5,-0.24,10805300000
"948","351320","IBKS제14호스팩","KOSDAQ","금융",2085,0,0,9028050000
"949","373200","IBKS제15호스팩","KOSDAQ","금융",2055,-5,-0.24,7233600000
"950","095340","ISC","KOSDAQ","반도체",19100,-100,-0.52,305735972900
"951","099520","ITX-AI","KOSDAQ","통신장비",2845,-15,-0.52,83363288135
"952","950170","JTC","KOSDAQ","유통",5290,-140,-2.58,185179184930
"953","067290","JW신약","KOSDAQ","제약",4685,-45,-0.95,205844179730
"954","035900","JYP Ent.","KOSDAQ","오락·문화",37450,500,1.35,1329381075400
"955","024840","KBI메탈","KOSDAQ","금속",2450,80,3.38,80729577600
"956","024120","KB오토시스","KOSDAQ","운송장비·부품",10250,150,1.49,1.17875e+11
"957","021320","KCC건설","KOSDAQ","건설",8460,120,1.44,1.81044e+11
"958","036670","KCI","KOSDAQ","화학",9200,0,0,1.03684e+11
"959","044180","KD","KOSDAQ","건설",955,9,0.95,15781718800
"960","151860","KG ETS","KOSDAQ","기타서비스",6160,0,0,2.2176e+11
"961","046440","KG모빌리언스","KOSDAQ","소프트웨어",10050,100,1.01,390196958400
"962","035600","KG이니시스","KOSDAQ","소프트웨어",18400,50,0.27,513441585600
"963","060720","KH바텍","KOSDAQ","IT부품",20150,200,1,477029145450
"964","122450","KMH","KOSDAQ","방송서비스",11300,-100,-0.88,256148196600
"965","052900","KMH하이텍","KOSDAQ","반도체",2110,-85,-3.87,98928402890
"966","058400","KNN","KOSDAQ","방송서비스",1890,-45,-2.33,250292170800
"967","114450","KPX생명과학","KOSDAQ","제약",9110,240,2.71,1.3665e+11
"968","036030","KTH","KOSDAQ","유통",12450,100,0.81,444652023900
"969","060370","KT서브마린","KOSDAQ","건설",5340,50,0.95,1.16946e+11
